time_bin,CoM_Success_Push_Easy_mean,CoM_Success_Push_Easy_std,CoM_Success_Push_Mid_mean,CoM_Success_Push_Mid_std,CoM_Success_Push_Hard_mean,CoM_Success_Push_Hard_std,CoM_Success_Pull_Easy_mean,CoM_Success_Pull_Easy_std,CoM_Success_Pull_Mid_mean,CoM_Success_Pull_Mid_std,CoM_Success_Pull_Hard_mean,CoM_Success_Pull_Hard_std,CoM_Fail_Push_Easy_mean,CoM_Fail_Push_Easy_std,CoM_Fail_Push_Mid_mean,CoM_Fail_Push_Mid_std,CoM_Fail_Push_Hard_mean,CoM_Fail_Push_Hard_std,CoM_Fail_Pull_Easy_mean,CoM_Fail_Pull_Easy_std,CoM_Fail_Pull_Mid_mean,CoM_Fail_Pull_Mid_std,CoM_Fail_Pull_Hard_mean,CoM_Fail_Pull_Hard_std,No_CoM_Success_Push_Easy_mean,No_CoM_Success_Push_Easy_std,No_CoM_Success_Push_Mid_mean,No_CoM_Success_Push_Mid_std,No_CoM_Success_Push_Hard_mean,No_CoM_Success_Push_Hard_std,No_CoM_Success_Pull_Easy_mean,No_CoM_Success_Pull_Easy_std,No_CoM_Success_Pull_Mid_mean,No_CoM_Success_Pull_Mid_std,No_CoM_Success_Pull_Hard_mean,No_CoM_Success_Pull_Hard_std,No_CoM_Fail_Push_Easy_mean,No_CoM_Fail_Push_Easy_std,No_CoM_Fail_Push_Mid_mean,No_CoM_Fail_Push_Mid_std,No_CoM_Fail_Push_Hard_mean,No_CoM_Fail_Push_Hard_std,No_CoM_Fail_Pull_Easy_mean,No_CoM_Fail_Pull_Easy_std,No_CoM_Fail_Pull_Mid_mean,No_CoM_Fail_Pull_Mid_std,No_CoM_Fail_Pull_Hard_mean,No_CoM_Fail_Pull_Hard_std
0.0,0.043369079968944096,0.7101379278156864,-0.044728053435114504,0.7294171325750729,-0.06510416666666667,0.8041563781185534,0.0020081635567402896,0.7641119505249705,0.013463637408088236,0.7118574868738791,-0.06423899501661129,0.7616301479424173,-0.0015153556034482759,0.7545765292435623,-0.022579479768786128,0.7692124505533444,-0.010240549012158054,0.8109679212052019,0.10500672043010753,0.6993556812915624,0.09392233455882353,0.7514140685596612,0.08043323863636363,0.7373461551326155,0.05469788896276596,0.7577935377810436,0.008947814039408867,0.7910152612753527,-0.003967974040632054,0.7900456692273431,-0.015377688717532468,0.7664076238994161,0.0067459909539473685,0.7566402644651322,-0.06676498724489796,0.7351399363519141,-0.10269007731958762,0.7888892375739163,-0.057385631443298966,0.6667844415960051,-0.2961881868131868,0.8176277978782511,0.3602074795081967,0.5057239275078171,0.146484375,0.6550980402831416,0.05247201492537314,0.6202769816117051
32.0,0.05375573394495413,0.752430247352669,-0.039501404494382025,0.7096848252576298,0.05450581395348837,0.7888575626208815,-0.014671361502347418,0.7805185507895099,0.007609577922077922,0.7237970842532384,-0.002107688848920863,0.7334795376914223,0.013438933486238532,0.7697219280135782,-0.023829994019138757,0.7996535105624938,-0.018121778350515465,0.9329565932773866,0.08267829754601227,0.6777631447195541,0.03424310064935065,0.7776139334112652,0.034677933673469385,0.7580448591244633,0.08443790110851809,0.8495415688935444,0.05992542613636364,0.8111846070077484,0.006583567415730337,0.8682257388584569,-0.055536142172523964,0.8256681403279282,0.0,0.7971733461081026,-0.05279386104060914,0.793391421716246,-0.10463169642857142,0.8084867676969055,0.060804834905660375,0.7021818215967227,-0.2007378472222222,0.7902763555950435,0.29296875,0.4842151585203148,0.15345982142857142,0.6591409338806655,-0.03551136363636364,0.7015881938597005
64.0,0.0514060073757764,0.7635121947305347,-0.047084263392857144,0.7480133313380558,-0.15625,0.9429935644504776,-0.03640842770034843,0.7910347189202965,-0.028722426470588234,0.7618783574806708,-0.06935009057971014,0.8527766373327494,0.04283977004716981,0.775375546760863,-0.04402998554913295,0.8046014903651141,-0.07025947398190045,0.9446082678799904,0.09047564338235294,0.6910745159621406,0.09251644736842106,0.8496523552488495,0.16785477453580902,0.9291849111119855,0.40439901941362916,1.24682760909957,0.2625582510964912,1.1913180615498415,0.23316895368782162,1.2089607255431052,-0.2644824604743083,1.0467254617123853,-0.26724466463414637,1.1137268254538906,-0.3151633522727273,1.014273696674447,0.06510416666666667,0.8333283186927317,0.1444212147887324,0.8911992421127138,-0.016505281690140844,0.981570017993022,0.3311820652173913,0.49645001222675544,0.08680555555555555,0.6740476434281019,-0.14322916666666666,0.771647305508165
96.0,0.06268168604651163,0.7729248569651653,-0.015980113636363636,0.8205514245120801,-0.27713260135135137,1.0798622754780898,-0.08336230240046838,0.8128164013795134,-0.04841780462184874,0.8037164587429018,-0.012799605582524272,1.0232154075954563,0.049867021276595744,0.8152468525688354,-0.08611761527377522,0.892075473000304,-0.15883043849658315,1.1442054610303725,0.11112607758620689,0.7431606869739749,0.14196723568281938,1.0063610883275678,0.2767356530343008,1.2431288661903976,0.7039322072528363,1.7269463200708997,0.5333870515695067,1.638116751608008,0.40474602569686413,1.4534716999132318,-0.47978601356743816,1.2270157947499363,-0.4544399752475248,1.2575938918841707,-0.5310370528109029,1.2543035927906865,0.2247431506849315,1.0060496301898463,0.3611943493150685,1.1362594756277962,0.31808035714285715,1.2265835169501365,0.2992021276595745,0.5092330019655943,-0.08370535714285714,0.8280925350217689,-0.24201766304347827,0.957438425471828
128.0,0.08729646060842433,0.814939671659831,0.024560254491017963,1.0763942153790402,-0.28505067567567566,1.1536463921261473,-0.10248730123674912,0.8414346893234005,-0.04009907472067039,0.863074834556016,0.0774676983173077,1.158075298231836,0.03270672505938242,0.8607871170725744,-0.15026190902578795,1.019140818413854,-0.21117884725400457,1.265246514817174,0.18129254331683167,0.8494179901295608,0.19185564159292035,1.1397082089245065,0.3982791385135135,1.3718744428444263,0.803684543918919,1.742306204390773,0.5895377304147466,1.6814820677101967,0.6088338143872114,1.7024011300572273,-0.682255993150685,1.394988790046739,-0.6350109924623115,1.4254438879145759,-0.7074991861979166,1.3668385883816765,0.4167583626760563,1.223735936369896,0.5529269366197183,1.4046353870531825,0.5859375,1.508767420499596,0.3248131793478261,0.5138918732993397,-0.12122844827586207,0.9248498288114888,-0.3595525568181818,1.0831160522612118
160.0,0.1474027723354232,0.9712855641708777,0.030368711890243903,1.0780826550832203,-0.13856630067567569,1.4987432673208918,-0.09879178779069768,0.8997595090666055,-0.016276041666666668,0.9268212169100111,0.15559584330143542,1.3086279219186767,0.02068014705882353,0.9185358168290307,-0.18035359465317918,1.1065653636129011,-0.2745730377906977,1.4004864186247665,0.30025652985074625,1.0471072858089838,0.3815104166666667,1.3631494796472814,0.6803919057377049,1.724995755262737,1.0184772929652717,1.8507102134422528,0.7653926346463023,1.763371460348,0.8342530204460966,1.7148936327429096,-0.8179119199414716,1.4541687316164984,-0.7508269685886403,1.5004244058006782,-0.9154620655080213,1.4644913916238522,0.48300253378378377,1.2979635147226092,0.7014744718309859,1.5694868428912188,0.6973481514084507,1.6193864529311166,0.2992021276595745,0.5201091784264974,-0.146484375,0.927374519024087,-0.28659986413043476,1.0120300152266233
192.0,0.200042724609375,1.1393654787849496,0.060369318181818184,1.202511781988707,0.024079623287671232,1.9147558238987312,-0.10207970383275261,0.9926747755723008,0.018717447916666668,1.0330309417034573,0.18082760167464115,1.4288188691801536,-0.01574364778037383,0.9846919498004443,-0.23129111842105263,1.2207756227024784,-0.35406175947867297,1.4636358372296638,0.45525045955882354,1.1919806644354871,0.5276088800904978,1.3195780084784106,0.9611725465616046,1.9052991663124006,1.3483220880681819,2.04617336056658,1.1243533131270902,1.9790816726329459,1.2997263331702544,2.0646720902824303,-1.0302609494884911,1.570448548418747,-0.8934766318827708,1.4669590761926208,-1.19870364010989,1.6713533917670473,0.6062825520833334,1.412602554434405,0.8463541666666666,1.5990377514551632,0.7262323943661971,1.6007228780294853,0.31790226063829785,0.521329019863799,-0.0707165948275862,0.7118562432333833,-0.1864346590909091,0.9266443790496437
224.0,0.1694164337060703,1.0308946833330022,0.10372185559006211,1.2525955642380697,-0.03301056338028169,1.4893727233525222,-0.09051628832547169,1.068619960941527,0.04032435042134831,1.2373322726573552,0.13944185697115385,1.742160249677154,-0.0634765625,1.055177156641394,-0.26498367537313433,1.2228413808104934,-0.5688298357664233,1.6790294991076422,0.6606744260204082,1.44125308491469,0.8994414427570093,1.5574993994242767,1.3873197115384615,2.1680300333748037,1.608861019736842,2.071633171135987,1.5625,2.174593037709964,1.7855940193965518,2.455302012304573,-1.33936119251578,1.6910944308987887,-1.2475676696096654,1.7146878975836561,-1.5226364135742188,1.8846730172093897,0.7282366071428571,1.466747113575303,0.9036641725352113,1.638490978125759,0.5398995535714286,1.651744781186753,0.3125,0.5089721243859908,0.045072115384615384,0.7161503860577897,0.10416666666666667,1.3029634217940964
256.0,0.2049845247603834,1.1621987191556398,0.09028596698113207,1.320088728276065,0.020926339285714284,1.5065574186973691,-0.09375,1.2061805914235328,0.105272893454039,1.4008116379123818,0.24245689655172414,1.9324777115536051,-0.1600541864608076,1.1705093529648019,-0.39886106927710846,1.3711818891405811,-0.7907241138059702,1.7517490352184157,0.8298302664974619,1.5812161419601334,1.3070913461538463,1.8474840158636716,1.545109160958904,2.123495319316119,1.932182661983945,2.2852955279636413,1.7513542710420842,2.2489856714396588,1.875,2.4593880785191,-1.6605279198382492,1.970758348875727,-1.6235115449709865,1.9622598722137135,-1.7174030172413792,1.9783701454474851,0.7080078125,1.4584339293919262,0.8500220070422535,1.7169889363245123,0.3133138020833333,1.9914630709472554,0.3054355053191489,0.5181974275685858,0.13020833333333334,0.9487475088567553,0.22638494318181818,1.6119333186833105
288.0,0.17203125,1.139350717952927,0.09456586234177215,1.5092429091418993,0.06368885869565218,1.5354120708625725,-0.0928840137067938,1.3025780115222476,0.1195113314447592,1.6900082205041196,0.47496448863636365,1.8726133358359467,-0.27139622921615203,1.2812323491014415,-0.6418678977272727,1.6070093846295166,-1.087845203488372,1.9861803741096444,0.933837890625,1.6997489095258271,1.5955528846153846,2.069912385307271,1.6907204198473282,2.178251478122497,1.8785392197986577,2.1516521830916666,1.7988012471330275,2.253379020676791,1.6356684290030212,2.169507744741727,-1.6549451374066169,1.9274025780446236,-1.7609694908405173,1.9991462477810578,-1.8222936602870814,2.1094955639761683,0.7592429577464789,1.4459530794839501,0.67138671875,1.7724941864642791,0.20926339285714285,2.284155983799456,0.31844429347826086,0.516105980378388,0.2387152777777778,1.3102893960523574,0.05580357142857143,1.353017346029571
