Difficulty,Condition,Mean_Duration,SEM_Duration,STD_Duration
Easy,COM_force_success_duration,2274.5558312655085,49.93150675074537,2004.736005222724
Easy,wo_COM_force_success_duration,895.8128409567772,25.149695641516907,1227.707064336443
Mid,COM_force_success_duration,1807.4668930390492,73.46640195772594,1782.9797799149992
Mid,wo_COM_force_success_duration,910.0926989335521,35.603209804702274,1243.0568935075871
Diff,COM_force_success_duration,1609.529197080292,102.72984113540038,1700.4814468729319
Diff,wo_COM_force_success_duration,830.4267569856054,34.237445835050224,1176.593126582314
