force,linear_velocity_next_step,push resistance,pull resistance,force_positive
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-1.26650823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-2.62870823,0.0,32,8,False
-1.26650823,0.0,32,8,False
0.09569177,0.0,32,8,True
0.09569177,0.0,32,8,True
-1.26650823,0.0,32,8,False
